name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake+AF8-prompt,intake1,intake2,hotline+AF8-prompt,hotline1,hotline2,website,dir+AF8-prefix,dir+AF8-first,dir+AF8-mi,dir+AF8-last,dir+AF8-suffix,dir+AF8-title,dir+AF8-phone,dir+AF8-fax,dir+AF8-email,mail+AF8-street1,mail+AF8-street2,mail+AF8-city,mail+AF8-state,mail+AF8-zip,mail+AF8-zip4,latitude,longitude,type+AF8-facility,last+AF8-update,adlt,chld,snr,yad,act,cdm,cm,coot,dec,es,fpsy,hs,icm,imr,ipc,lad,nrt,nsc,peer,prs,semp,sh,sps,stu,tcc,tpc,vrs,cit,wi,bmo,du,duo,mo,ih,lmg,osg,sma,tbg,vamc,fem,male,atr,clf,cmhg,csbg,ihs,mc,md,mi,np,osf,pi,scjj,sef,sf,si,smha,swfs,vaf,ghf,mhf,mhsaf,saf,pa,ss,cmhc,ct,hi,hid,hit,msnh,od,odt,oit,omb,omh,op,ores,ort,ph,psy,rd,res,rl,rs,rtca,rtcc,ad,adm,alz,bc,cj,co,dv,gl,hv,mf,mn,ped,ptsd,pw,se,sed,smi,tay,tbi,trma,vet,wn,xa,ah,fx,nx,sp,smon,smop,smpd,at,bmt,cbt,cft,dbt,ect,gt,idd,ipt,ptm,tele,tt,bu,dm,dt,hh,mh,mm,nxn,otpa,sa,vtrl
Catholic Charities MH Service,,1727 North Ocean Avenue,,Medford,NY,11763,,Suffolk,631+AC0-654+AC0-1919,Intakes,631+AC0-654+AC0-1919+AC0-313,631+AC0-654+AC0-1919+AC0-315,,,,http://www.catholiccharities.cc/,,Howard,,Duff,,,,,,,,,,,,40.820587,+AC0-73.018504,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,1,1,,,1,,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,,,1,,,,,,1,,,1,,,1,1,,,1,,1,1,,,,,,,1,,,,,
Montefiore Medical Ctr ,North Division/Inpatient Psych Unit,600 East 233rd Street,7 South,Bronx,NY,10466,,Bronx,718+AC0-920+AC0-9826,Intake,718+AC0-920+AC0-9177,,,,,http://www.montefiore.org,,Matthew,,Schneider,,,,,,,,,,,,40.893753,+AC0-73.861124,MH,7/10/2015 11:58:0,1,,1,1,,1,,,1,,1,,,,,1,1,1,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,1,1,,,,,1,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,1,,1,1,,,1,,1,1,,,1,,1,1,,,,,,,1,,,,,
NYC/HHC North Central Bronx Hospital,Partial Hospitalization Program,3424 Kossuth Avenue,11th Floor,Bronx,NY,10467,,Bronx,718+AC0-519+AC0-2439,Intake,718+AC0-519+AC0-3440,,,,,,,Scott,,Rogge,,MD,,,,,,,,,,40.880649,+AC0-73.881286,MH,3/5/2015 19:48:32,1,,1,1,1,,,1,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,1,,,1,,,,1,,,,,,,,,1,,,1,1,,,,,,,,,,,1,,,1,1,,,,1,,1,,,,,,,,,1,,,1,1,,,1,,1,1,,,1,,1,1,,,,,,,1,,,,,
Staten Island University Hospital,Inpatient Psychiatric Unit,777 Seaview Avenue,Building 10,Staten Island,NY,10305,,Richmond,718+AC0-226+AC0-8924,,,,,,,,,William,,Daly,,,,,,475 Seaview Avenue,,Staten Island,NY,10305,3436,40.582822,+AC0-74.078663,MH,3/5/2015 19:48:32,1,,1,1,,,,,,,1,,,,1,1,1,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,,,,,1,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,1,1,,,1,,1,1,,,,,,,1,,,,,
Catholic Charities of Rockville Centre,Siena Community Residence,12 Mechanicsville Road,,Bay Shore,NY,11706,,Nassau,631+AC0-968+AC0-8007,Intake,631+AC0-968+AC0-8007,,,,,http://www.catholiccharities.cc,,Howard,,Duff,,,,,,,,,,,,40.720043,+AC0-73.252971,MH,3/5/2015 19:48:32,1,,1,1,,,,1,1,1,1,1,,,,1,,,1,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,1,,1,1,,,,,,1,,,1,,,1,1,,1,1,,,1,,1,1,,,,,,,1,,,,,
Therapeutic Early Childhood Center,Preschool Day Treatment,35 East 110 Street,,New York,NY,10029,,New York,212+AC0-426+AC0-3400,Intake,212+AC0-426+AC0-3400+AC0-3471,,,,,http://www.northsidecenter.org,,Rose Ann,,Harris,,,,,,,,,,,,40.796286,+AC0-73.947899,MH,3/5/2015 19:48:32,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,1,1,1,,,1,,1,1,,,,,,,1,,,,,
Puerto Rican Family Institute Inc,Brooklyn Mental Health Clinic,28 Debevoise Street,5th Floor,Brooklyn,NY,11206,,Kings,718+AC0-963+AC0-4430,Intake,718+AC0-963+AC0-4430,,,,,http://www.prfi.org,,Abigail,,Karic,,,,,,,,,,,,40.701636,+AC0-73.941631,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,1,1,,,,1,1,1,,,1,,1,1,,,,,,,1,,,,,
Cumberland Diagnostic/Treatment Center,Psychiatry Department,100 North Portland Avenue,,Brooklyn,NY,11205,,Kings,718+AC0-963+AC0-8332,Intake,718+AC0-260+AC0-7640,,,,,,,Leonel,,Urcuyo,,,,,,,,,,,,40.695075,+AC0-73.97656,MH,7/10/2015 12:8:2,1,,1,1,,,,1,,,1,,,,,,1,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,1,1,,,,1,,,,1,,,,,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,1,1,,1,1,1,,1,1,,1,,1,,1,,1,,,,1,,1,1,,,,1,1,1,,,1,,1,1,,,,,,,1,,,,,
League School,Joan Fenichel Therapeutic Nursery,470 Vanderbilt Avenue,3rd Floor,Brooklyn,NY,11238,,Kings,718+AC0-643+AC0-5300,Intakes,718+AC0-643+AC0-5300+AC0-307,718+AC0-643+AC0-5300+AC0-282,,,,www.leaguecenter.org,,Stacy,,Chizzik,,,,,,483 Claremont Avenue,,Brooklyn,NY,11238,,40.683077,+AC0-73.96802,MH,3/5/2015 19:48:32,,1,,,,,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,1,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,1,1,1,,,1,,1,1,,,,,,,1,,,,,
Rockland Childrens Psychiatric Center,Rockland Intensive Day Treatment Prog,65 Parrot Road,CO Boces Building 2,West Nyack,NY,10994,,Rockland,845+AC0-623+AC0-0085,Intakes,845+AC0-623+AC0-0085,845+AC0-627+AC0-4821,,,,,,Kathy,A,Brondolo,,,,,,,,,,,,41.121641,+AC0-73.980621,MH,3/5/2015 19:48:32,,1,,,,,1,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,1,,,1,,,1,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,1,,,1,,,,,,,,1,,,,1,,,1,1,1,1,,,1,,1,1,,,,,,,1,,,,,
NYC/HHC Elmhurst Hospital Center,Partial Hospitalization Program,79+AC0-01 Broadway Street,,Elmhurst,NY,11373,,Queens,718+AC0-334+AC0-2155,Intakes,718+AC0-334+AC0-2155,718+AC0-334+AC0-3530,,,,,,,,,,,,,,,,,,,,40.673194,+AC0-73.724297,MH,3/5/2015 19:48:32,,1,,,,,,,1,1,1,,,,,1,,,,,,,1,1,1,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,1,1,,1,1,1,1,,,1,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,1,1,,,1,,1,1,,,,,,,1,,,,,
Strong Ties Clinic,Community Support Programs,2613 West Henrietta Road,,Rochester,NY,14623,,Monroe,585+AC0-279+AC0-4900,Intake,585+AC0-279+AC0-4900,,,,,,,Glenn,J,Palmer,,,,,,,,,,,,43.099525,+AC0-77.630237,MH,3/5/2015 19:48:32,1,,1,1,1,,1,1,,,1,,,,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,1,,,1,1,,,,,1,,1,,1,,1,1,,,,,,,1,,,,,
Ontario County Mental Health Center,Canandaigua Clinic,3019 County Complex Drive,,Canandaigua,NY,14424,9505,Ontario,585+AC0-396+AC0-4363,Intake,585+AC0-396+AC0-4363,,,,,http://www.co.ontario.ny.us/,,Johnston,L,Diane,,,,,,,,,,,,42.885964,+AC0-77.215131,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,1,1,,,1,,,1,1,1,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,1,,1,,1,,1,1,,,,,,,1,,,,,
Newark Wayne Community Hospital Inc,Newark Wayne Hosp Psy Inpatient Unit,1200 Driving Park Avenue,,Newark,NY,14513,,Wayne,315+AC0-332+AC0-2000,,,,,,,http://rochestergeneral.org,,,,,,,,,,,,,,,,43.059728,+AC0-77.102244,MH,3/5/2015 19:48:32,1,,1,1,,,,,1,1,1,,,,,1,1,1,,,,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,1,,,1,1,1,,1,,1,,1,1,,,,,,,1,,,,,
CVPH Medical Center, Behavioral Health,75 Beekman Street,,Plattsburgh,NY,12901,,Clinton,518+AC0-561+AC0-2000,,,,,,,http://cvph.org,,Sharon,,Schmidt+AC0-Twiss,,,,,,,,,,,,44.700218,+AC0-73.471005,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,,,,,1,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,1,1,,1,1,,,1,1,,1,,1,,,1,,,,1,,,1,1,1,,1,,1,,1,1,,,,,,,1,,,,,
Saratoga Hospital,Mental Health Unit,211 Church Street,,Saratoga Springs,NY,12866,,Saratoga,518+AC0-583+AC0-8400,Intakes,518+AC0-587+AC0-3222,518+AC0-583+AC0-8400,,,,,,Harvey,P,Turner,,,,,,,,,,,,43.085893,+AC0-73.797133,MH,3/5/2015 19:48:32,1,,1,1,,,,,1,,1,,,,,,,1,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,1,1,,1,1,,1,,1,1,,,1,,,1,,,,1,,,1,,,1,1,,1,,1,1,,,,,,,1,,,,,
Lenox Hill Hospital,Outpatient Center for Mental Health,210 East 64th Street,4th Floor,New York,NY,10065,,New York,212+AC0-434+AC0-3365,Intake,212+AC0-434+AC0-3365,,,,,,,Joshua,,Dorsky,,,,,,,,,,,,40.764171,+AC0-73.963316,MH,3/5/2015 19:48:32,1,1,1,1,,,,,1,,,,,,,,1,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,1,,1,1,,,,,,,1,,,,,
Staten Island University Hospital,SIUH North Site Outpatient MH Clinic,450 Seaview Avenue,,Staten Island,NY,10305,,Richmond,718+AC0-226+AC0-9000+AC0-8911,Intakes,718+AC0-226+AC0-9000+AC0-8910,718+AC0-226+AC0-9000+AC0-8911,,,,,,Joanne,M,Pietro,,,,,,,,,,,,40.584037,+AC0-74.087769,MH,3/5/2015 19:48:32,1,,1,1,,,,1,,,1,,,,1,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,,1,1,,,,,1,1,1,,1,,1,1,,,,,,,1,,,,,
Catholic Charities MH Services,,9 4th Avenue,,Bay Shore,NY,11706,7908,Suffolk,631+AC0-665+AC0-6707,Intakes,631+AC0-665+AC0-6707+AC0-307,631+AC0-665+AC0-6707+AC0-309,,,,,,Denis,,Demers,,,,,,,,,,,,40.722,+AC0-73.248342,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,,1,,,1,1,1,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,1,1,1,,,1,,,,,,1,,,1,,,1,1,1,,1,,1,1,,,,,,,1,,,,,
Saint Johns Episcopal Hospital,South Shore Division,521 Beach 20th Street,,Far Rockaway,NY,11691,,Queens,718+AC0-869+AC0-8822+AC0-225,Intake,718+AC0-869+AC0-8822+AC0-0,,,,,http://www.ehs.org,Mr,Nat,,Etrog,,,,,,,,,,,,40.600232,+AC0-73.753904,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,1,1,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,1,,1,,1,,1,1,,1,1,1,1,,,1,,,,1,,1,1,,,,1,1,1,1,,1,,1,1,,,,,,,1,,,,,
Soldiers and Sailors Memorial Hospital,Psychiatric Unit,418 North Main Street,,Penn Yan,NY,14527,,Yates,315+AC0-531+AC0-2290,,,,,,,,,Frank,,Korich,,,,,,,,,,,,42.670336,+AC0-77.060813,MH,3/5/2015 19:48:32,1,,1,1,,1,,,1,,,,,,,,1,,,,,,1,1,1,,,1,1,,,,,,,1,,,,,,,,,,,1,1,1,,,1,,,1,1,1,1,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,1,1,,,1,,1,,1,,,,,,,1,,,1,1,,,1,1,1,1,1,,1,,1,1,,,,,,,1,,,,,
Healing Connection Inc,,1387 Fairport Road,Building 1000+AC0-D,Fairport,NY,14450,,Monroe,585+AC0-703+AC0-3403,Intake,585+AC0-641+AC0-0281+AC0-1,,,,,www.thehealingconnectioninc.org,,Mary,,Tantillo,,,,,,,,,,,,43.097751,+AC0-77.457325,MH,3/5/2015 19:48:32,1,1,1,1,,1,,,1,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,1,,,1,1,1,,,,1,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,1,,,,1,1,1,1,,1,,1,1,,,,,,,1,,,,,
Astor Services for Children,And Families,4252 Albany Post Road ,Suite 2,Hyde Park,NY,12538,,Dutchess,845+AC0-758+AC0-0241,Intake,845+AC0-233+AC0-5935,,,,,,,Konstantinos,,Tsourbris,,,,,,4252 Albany Post Road,Suite 2,Hyde Park,NY,12538,1766,41.782306,+AC0-73.930888,MH,3/5/2015 19:48:32,,1,,1,,,1,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,1,,,,,,,1,,,1,1,,,,1,1,1,1,,1,,1,1,,,,,,,1,,,,,
Orange Regional Counseling Services,Outpatient,420 East Main Street,,Middletown,NY,10940,,Orange,845+AC0-333+AC0-7800,Intakes,845+AC0-333+AC0-7800,845+AC0-333+AC0-7801,,,,http://www.ormc.org,,Joanne,,Morano,,,,,,,,,,,,41.443919,+AC0-74.393472,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,1,,,,1,1,1,1,,1,,1,1,,,,,,,1,,,,,
Jewish Board of Family/Childrens Servs,Madeleine Borg Staten Island Csl Ctr,2795 Richmond Avenue,,Staten Island,NY,10314,,Richmond,718+AC0-761+AC0-9800,Intakes,212+AC0-584+AC0-8495,844+AC0-663+AC0-2255,,,,www.jbfcs.org,,Valarie,,Mitchell,,,,,,,,,,,,40.577122,+AC0-74.171593,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,1,,1,,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,1,,,1,,1,1,1,1,,1,,1,1,,,,,,,1,,,,,
Rockland Childrens Psychiatric Center,Saugerties Day Treatment,Main Street Caller Box A,Cahill Elementary School,Saugerties,NY,12477,,Ulster,845+AC0-246+AC0-5271,Intake,845+AC0-246+AC0-5217,,,,,,,Sue,,Siedman,,,,,,,,,,,,42.077591,+AC0-73.952913,MH,3/5/2015 19:48:32,,1,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,1,1,1,1,,1,,1,1,,,,,,,1,,,,,
Phelps Memorial Hospital Center,Psychiatric Inpatient Unit,701 North Broadway,Unit 1 South,Tarrytown,NY,10591,,Westchester,914+AC0-366+AC0-3513,Intake,914+AC0-366+AC0-3513,,,,,http://www.phelpshospital.org,,Janet,,Goldberg,,,,,,,,,,,,41.108805,+AC0-73.863552,MH,3/5/2015 19:48:32,1,,1,1,,,,,,,,,,1,,1,1,,1,1,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,1,,,1,1,,1,1,,,,,,,1,,,,,
Northern Westchester Hospital Center,Inpatient Psychiatric Unit,400 East Main Street,3rd Floor North,Mount Kisco,NY,10549,,Westchester,914+AC0-666+AC0-1590,Intake,914+AC0-666+AC0-1590,,,,,www.nwhc.net,Dr,Elizabeth,,Mirabello,,,,,,,,,,,,41.196771,+AC0-73.725717,MH,3/5/2015 19:48:32,1,,1,1,,,,,,,1,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,1,,1,1,,,,,,,1,,,,,
Staten Island University Hospital,Inpatient Psychiatry Unit,375 Seguine Avenue,,Staten Island,NY,10309,,Richmond,718+AC0-226+AC0-2440,Intakes,718+AC0-226+AC0-2800,718+AC0-226+AC0-2473,,,,,,William,,Daly,,,,,,,,,,,,40.517287,+AC0-74.196783,MH,3/5/2015 19:48:32,1,,1,1,,,,,,,1,,,,1,1,1,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,,,,,1,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,1,,,,1,,,1,,,1,,1,1,,1,1,,,,,,,1,,,,,
SUNY Hlth Science Ctr/University Hosp,Psychiatric Inpatient Unit,750 East Adams Street,4th Floor Unit 4+AC0-B,Syracuse,NY,13210,,Onondaga,315+AC0-464+AC0-9096,,,,,,,http://www.upstate.edu,,James,,Megna,,MD PhD,,,,,,,,,,43.042692,+AC0-76.140433,MH,3/5/2015 19:48:32,1,,1,1,,,,,,,1,,,,,1,1,1,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,1,1,1,,,,1,,,1,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,,1,1,,1,1,,,,,,,1,,,,,
Phelps Memorial Hospital Center,One South,701 North Broadway Street,,Tarrytown,NY,10591,,Westchester,914+AC0-366+AC0-3513,,,,,,,,,Nancy,,Perkins,,,,,,,,,,,,41.106696,+AC0-73.864029,MH,3/5/2015 19:48:32,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,,,,,1,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,1,,1,,,,,,,1,,,,1,,,1,,1,1,,1,1,,1,1,,,,,,,1,,,,,
Lenox Hill Hospital,Behavioral Health,100 East 77th Street,8Uris,New York,NY,10075,,New York,212+AC0-434+AC0-2000,Intake,212+AC0-434+AC0-2680,,,,,http://www.lenoxhillhospital.org/,,Compton,T,Michael,,,,,,,,,,,,40.773881,+AC0-73.960774,MH,3/5/2015 19:48:32,1,,1,1,,,,1,1,,,,,,,,,1,1,,,,1,1,1,,,,1,,,,,,,,,,,,,,1,1,1,,1,1,1,,1,1,,,1,1,1,,1,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,1,1,1,,1,1,1,,1,1,,,,,,,1,,,,,
Lenox Hill Hospital,Inpatient Psychiatric Unit,100 East 77th Street,,New York,NY,10075,,New York,212+AC0-434+AC0-2680,Intake,212+AC0-434+AC0-3065,,,,,http://www.lenoxhillhospital.org/departments.aspx?id+AD0-330,Dr,Charles,,Luther,,,,,,,,,,,,40.773881,+AC0-73.960774,MH,3/5/2015 19:48:32,1,,1,1,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,1,1,1,1,1,1,1,1,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,1,,1,1,1,,1,1,,,,,,,1,,,,,
Goddard Riverside Community Center,The Senate On Site Rehabilitation,206 West 92nd Street,,New York,NY,10025,,New York,212+AC0-877+AC0-6305,Intake,212+AC0-877+AC0-6305,,,,,,,,,,,,,,,,,,,,,40.791736,+AC0-73.972991,MH,3/5/2015 19:48:32,1,,1,1,,,1,,1,,,1,,,1,,,1,,1,1,1,,1,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,1,,,,,,,1,,,,,
New York Psychotherapy Counseling Ctr,NYPCC Queens Adult Home Clinic Tx,8020 45th Avenue,,Elmhurst,NY,11373,,Queens,718+AC0-478+AC0-2900,Intake,718+AC0-478+AC0-2900,,,,,http://www.nypcc.org,,,,,,,,,,,,,,,,40.741254,+AC0-73.883939,MH,3/5/2015 19:48:32,1,,1,,,,,,,,1,,,1,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,1,,,1,,,1,,,,,1,1,1,,,,,,,1,,,,,
Behavioral Health Services North Inc,Cornelia Street Community Residence,200 Cornelia Street,,Plattsburgh,NY,12901,,Clinton,518+AC0-563+AC0-3315,Intake,518+AC0-563+AC0-8000,,,,,http://www.bhsn.org,,David,J,Souliere IV,,,,,,,,,,,,44.698634,+AC0-73.468155,MH,3/5/2015 19:48:32,1,,1,1,1,,1,,1,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,1,1,,1,1,,1,1,1,,1,1,,1,,1,,1,,1,,,1,,,,,,1,,,1,,,,,1,1,1,,,,,,,1,,,,,
Rochester Rehabilitation Center Inc,Ventures PROS Program,975 Elmwood Avenue,,Rochester,NY,14620,,Monroe,585+AC0-256+AC0-3430,Intake,585+AC0-256+AC0-3430+AC0-1017,,,,,,,Donna,,Smith,,,,,,975 Elmwood Avenue,,Rochester,NY,14620,,43.124886,+AC0-77.610532,MH,3/5/2015 19:48:32,1,,1,1,,,,,1,1,1,,,1,,,,,1,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,1,1,1,,,,,,,1,,,,,
Bridge Inc,Clinical Treatment Programs,248 West 108th Street,,New York,NY,10025,,New York,212+AC0-663+AC0-3000,Intakes,212+AC0-663+AC0-3000+AC0-1372,212+AC0-663+AC0-3000+AC0-1398,,,,,,Sharon,,Gold,,,,,,,,,,,,40.802448,+AC0-73.967013,MH,3/5/2015 19:48:32,1,,1,1,,1,,,,,,1,,,1,1,1,1,,,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,1,1,1,,,,,,,1,,,,,
Hands Across Long Island,Self Help,159 Brightside Avenue,,Central Islip,NY,11722,,Suffolk,631+AC0-234+AC0-1925,Intake,631+AC0-234+AC0-1925,,,,,http://www.hali88.org/,,Ellen,,Healion,,,,,,,,,,,,40.78598,+AC0-73.219193,MH,3/5/2015 19:48:32,1,,1,1,,,,1,1,,1,1,,,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,1,,1,,,1,,1,,1,,,,1,,,,,,,,,1,,,,,,,1,1,1,1,,,,,,,1,,,,,
Maryhaven Center of Hope Inc,Horizons PROS,90 Mill Road,,Freeport,NY,11520,,Nassau,516+AC0-632+AC0-7980,Intake,516+AC0-632+AC0-7980,,,,,,,Mary Ellen,,Conrad,,,,,,,,,,,,40.652044,+AC0-73.571929,MH,3/5/2015 19:48:32,1,,1,1,,1,1,1,1,1,1,,,1,,,1,1,1,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,1,,,,1,1,,,,1,,,1,,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,1,,,,,,1,1,1,1,,,,,,,1,,,,,
